,Genre,Title,Artist
197,Ballad,Hello,백현 (BAEKHYUN)
198,Ballad,사랑이 이별이 돼 가는 모습이,볼빨간사춘기
199,Ballad,혼자가 아닌 나,정효빈
200,Ballad,니 번호가 뜨는 일,이예준
201,Ballad,"피어나 (Between you, me and the lamppost)",LE SSERAFIM (르세라핌)
202,Ballad,너와 함께,김민석
203,Ballad,바보가슴,한빈 (포맨)
204,Ballad,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),딘딘 (DINDIN)
205,Ballad,가장 아름다운 시간이었다,주호
206,Ballad,있잖아,폴킴
207,Ballad,화장을 고치고,차가을
208,Ballad,우린 헤어지지 않았을까,김나영
209,Ballad,사랑한다고 말해줘,탑현
210,Ballad,그대라는 사치,임창정
211,Ballad,사랑해도 될까요,양다일
212,Ballad,사랑의 인사,김연지
213,Ballad,혼자서 걸어요 (Prod. by 나얼),태연 (TAEYEON)
214,Ballad,이젠 안녕,투모로우바이투게더
215,Ballad,미친거니,포맨 (4MEN)
216,Ballad,듣고 싶을까,MSG워너비(M.O.M)
217,Ballad,너 하나 빼는 일,허각
218,Ballad,Love Blossom (러브블러썸),케이윌
219,Ballad,그 겨울이 잠든 거리에서,전건호
220,Ballad,꽃,양다일
221,Ballad,너는 기억한다,폴킴
222,Ballad,I Need You,지아
223,Ballad,걸음을 멈추는 날,나얼
224,Ballad,세상에 없는 계절,임재현
225,Ballad,사계 (Four Seasons),태연 (TAEYEON)
226,Ballad,가슴으로 운다,김연지
227,Ballad,오랜만이야,한동근
228,Ballad,안녕 신촌,포스트맨 (POSTMEN)
229,Ballad,나였으면,전상근
230,Ballad,흩어지지 않게,엠씨더맥스 (M.C the MAX)
231,Ballad,뻔한 발라드,BIG Naughty (서동현)
232,Ballad,아픈 나를 (Prod. By 나얼),성시경
233,Ballad,하루에 하나씩,폴킴
234,Ballad,그래서 그대는,이영현
235,Ballad,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
236,Ballad,다시 와주라,노을
237,Ballad,나의 목소리로,김호중
238,Ballad,통화연결음,MJ (써니사이드)
239,Ballad,고백연습,경서
240,Ballad,추억때문에,유림
